id,sensor,mac_address,unidade_medida,valor,latitude,longitude,status,timestamp
1022,luminosidade,00:1B:44:11:3A:B9,lux,,-23.55052,-46.633308,inativo,2025-06-11T22:59:49.189573Z
1023,luminosidade,00:1B:44:11:3A:B9,lux,,-23.55052,-46.633308,inativo,2025-06-11T22:59:49.193377Z
1024,luminosidade,00:1B:44:11:3A:B8,lux,,-15.794229,-47.882166,ativo,2025-06-11T22:59:49.197399Z
1025,luminosidade,00:1B:44:11:3A:BA,lux,,-19.916681,-43.934493,inativo,2025-06-11T22:59:49.204860Z
1026,luminosidade,00:1B:44:11:3A:B7,lux,,-19.916681,-43.934493,inativo,2025-06-11T22:59:49.209709Z
1027,luminosidade,00:1B:44:11:3A:B9,lux,,-22.906847,-43.172896,inativo,2025-06-11T22:59:49.213501Z
1028,luminosidade,00:1B:44:11:3A:B8,lux,,-15.794229,-47.882166,inativo,2025-06-11T22:59:49.223818Z
1029,luminosidade,00:1B:44:11:3A:BA,lux,,-22.906847,-43.172896,inativo,2025-06-11T22:59:49.228005Z
1030,luminosidade,00:1B:44:11:3A:B9,lux,,-23.55052,-46.633308,ativo,2025-06-11T22:59:49.233225Z
1031,luminosidade,00:1B:44:11:3A:B9,lux,,-19.916681,-43.934493,ativo,2025-06-11T22:59:49.237197Z
1032,luminosidade,00:1B:44:11:3A:BA,lux,,-23.55052,-46.633308,inativo,2025-06-11T22:59:49.241379Z
1033,luminosidade,00:1B:44:11:3A:BA,lux,,-19.916681,-43.934493,inativo,2025-06-11T22:59:49.245304Z
1034,luminosidade,00:1B:44:11:3A:BA,lux,,-19.916681,-43.934493,ativo,2025-06-11T22:59:49.250411Z
1035,luminosidade,00:1B:44:11:3A:B7,lux,,-19.916681,-43.934493,ativo,2025-06-11T22:59:49.254404Z
1036,luminosidade,00:1B:44:11:3A:B7,lux,,-15.794229,-47.882166,inativo,2025-06-11T22:59:49.258576Z
1037,luminosidade,00:1B:44:11:3A:B7,lux,,-23.55052,-46.633308,inativo,2025-06-11T22:59:49.261921Z
1038,luminosidade,00:1B:44:11:3A:B9,lux,,-15.794229,-47.882166,inativo,2025-06-11T22:59:49.267269Z
1039,luminosidade,00:1B:44:11:3A:B7,lux,,-23.55052,-46.633308,ativo,2025-06-11T22:59:49.273242Z
1040,luminosidade,00:1B:44:11:3A:B8,lux,,-23.55052,-46.633308,ativo,2025-06-11T22:59:49.276498Z
1041,luminosidade,00:1B:44:11:3A:B7,lux,,-22.906847,-43.172896,ativo,2025-06-11T22:59:49.279356Z
1042,luminosidade,00:1B:44:11:3A:B9,lux,,-23.55052,-46.633308,inativo,2025-06-11T22:59:49.285635Z
1043,luminosidade,00:1B:44:11:3A:B8,lux,,-19.916681,-43.934493,inativo,2025-06-11T22:59:49.289498Z
1044,luminosidade,00:1B:44:11:3A:B8,lux,,-15.794229,-47.882166,ativo,2025-06-11T22:59:49.293004Z
1045,luminosidade,00:1B:44:11:3A:B7,lux,,-23.55052,-46.633308,inativo,2025-06-11T22:59:49.296569Z
1046,luminosidade,00:1B:44:11:3A:BA,lux,,-15.794229,-47.882166,ativo,2025-06-11T22:59:49.302117Z
1047,luminosidade,00:1B:44:11:3A:B7,lux,,-23.55052,-46.633308,inativo,2025-06-11T22:59:49.305619Z
1048,luminosidade,00:1B:44:11:3A:BA,lux,,-23.55052,-46.633308,ativo,2025-06-11T22:59:49.308839Z
1049,luminosidade,00:1B:44:11:3A:B7,lux,,-22.906847,-43.172896,inativo,2025-06-11T22:59:49.312033Z
1050,luminosidade,00:1B:44:11:3A:B9,lux,,-15.794229,-47.882166,ativo,2025-06-11T22:59:49.318709Z
1051,luminosidade,00:1B:44:11:3A:B9,lux,,-22.906847,-43.172896,ativo,2025-06-11T22:59:49.322046Z
1052,luminosidade,00:1B:44:11:3A:B7,lux,,-19.916681,-43.934493,inativo,2025-06-11T22:59:49.325606Z
1053,luminosidade,00:1B:44:11:3A:B9,lux,,-22.906847,-43.172896,inativo,2025-06-11T22:59:49.328524Z
1054,luminosidade,00:1B:44:11:3A:B8,lux,,-22.906847,-43.172896,inativo,2025-06-11T22:59:49.331843Z
1055,luminosidade,00:1B:44:11:3A:B7,lux,,-15.794229,-47.882166,inativo,2025-06-11T22:59:49.336622Z
1056,luminosidade,00:1B:44:11:3A:B9,lux,,-19.916681,-43.934493,inativo,2025-06-11T22:59:49.339521Z
1057,luminosidade,00:1B:44:11:3A:B9,lux,,-19.916681,-43.934493,ativo,2025-06-11T22:59:49.342924Z
1058,luminosidade,00:1B:44:11:3A:B7,lux,,-22.906847,-43.172896,ativo,2025-06-11T22:59:49.345663Z
1059,luminosidade,00:1B:44:11:3A:BA,lux,,-23.55052,-46.633308,ativo,2025-06-11T22:59:49.350600Z
1060,luminosidade,00:1B:44:11:3A:B9,lux,,-19.916681,-43.934493,ativo,2025-06-11T22:59:49.354137Z
1061,luminosidade,00:1B:44:11:3A:B9,lux,,-22.906847,-43.172896,ativo,2025-06-11T22:59:49.357374Z
1062,luminosidade,00:1B:44:11:3A:B7,lux,,-22.906847,-43.172896,inativo,2025-06-11T22:59:49.360483Z
1063,luminosidade,00:1B:44:11:3A:B8,lux,,-15.794229,-47.882166,inativo,2025-06-11T22:59:49.363364Z
1064,luminosidade,00:1B:44:11:3A:B7,lux,,-19.916681,-43.934493,inativo,2025-06-11T22:59:49.369100Z
1065,luminosidade,00:1B:44:11:3A:BA,lux,,-23.55052,-46.633308,inativo,2025-06-11T22:59:49.372397Z
1066,luminosidade,00:1B:44:11:3A:B8,lux,,-15.794229,-47.882166,inativo,2025-06-11T22:59:49.375802Z
1067,luminosidade,00:1B:44:11:3A:BA,lux,,-22.906847,-43.172896,inativo,2025-06-11T22:59:49.379053Z
1068,luminosidade,00:1B:44:11:3A:B7,lux,,-19.916681,-43.934493,ativo,2025-06-11T22:59:49.385305Z
1069,luminosidade,00:1B:44:11:3A:BA,lux,,-15.794229,-47.882166,inativo,2025-06-11T22:59:49.389035Z
1070,luminosidade,00:1B:44:11:3A:B7,lux,,-23.55052,-46.633308,ativo,2025-06-11T22:59:49.392583Z
1071,luminosidade,00:1B:44:11:3A:BA,lux,,-15.794229,-47.882166,inativo,2025-06-11T22:59:49.396036Z
1072,luminosidade,00:1B:44:11:3A:B7,lux,,-22.906847,-43.172896,inativo,2025-06-11T22:59:49.402129Z
1073,luminosidade,00:1B:44:11:3A:B9,lux,,-15.794229,-47.882166,inativo,2025-06-11T22:59:49.405295Z
1074,luminosidade,00:1B:44:11:3A:B9,lux,,-19.916681,-43.934493,ativo,2025-06-11T22:59:49.408604Z
1075,luminosidade,00:1B:44:11:3A:B7,lux,,-22.906847,-43.172896,ativo,2025-06-11T22:59:49.411803Z
1076,luminosidade,00:1B:44:11:3A:B9,lux,,-15.794229,-47.882166,ativo,2025-06-11T22:59:49.416124Z
1077,luminosidade,00:1B:44:11:3A:B9,lux,,-19.916681,-43.934493,ativo,2025-06-11T22:59:49.420154Z
1078,luminosidade,00:1B:44:11:3A:B9,lux,,-15.794229,-47.882166,ativo,2025-06-11T22:59:49.423971Z
1079,luminosidade,00:1B:44:11:3A:B9,lux,,-15.794229,-47.882166,ativo,2025-06-11T22:59:49.427200Z
1080,luminosidade,00:1B:44:11:3A:BA,lux,,-22.906847,-43.172896,inativo,2025-06-11T22:59:49.430423Z
1081,luminosidade,00:1B:44:11:3A:B7,lux,,-22.906847,-43.172896,ativo,2025-06-11T22:59:49.436667Z
1082,luminosidade,00:1B:44:11:3A:B9,lux,,-22.906847,-43.172896,inativo,2025-06-11T22:59:49.439993Z
1083,luminosidade,00:1B:44:11:3A:BA,lux,,-22.906847,-43.172896,ativo,2025-06-11T22:59:49.443933Z
1084,luminosidade,00:1B:44:11:3A:B9,lux,,-19.916681,-43.934493,ativo,2025-06-11T22:59:49.452517Z
1085,luminosidade,00:1B:44:11:3A:B9,lux,,-15.794229,-47.882166,ativo,2025-06-11T22:59:49.456822Z
1086,luminosidade,00:1B:44:11:3A:BA,lux,,-23.55052,-46.633308,inativo,2025-06-11T22:59:49.461190Z
1087,luminosidade,00:1B:44:11:3A:B8,lux,,-22.906847,-43.172896,inativo,2025-06-11T22:59:49.464939Z
1088,luminosidade,00:1B:44:11:3A:B7,lux,,-23.55052,-46.633308,inativo,2025-06-11T22:59:49.470346Z
1089,luminosidade,00:1B:44:11:3A:B7,lux,,-23.55052,-46.633308,ativo,2025-06-11T22:59:49.473518Z
1090,luminosidade,00:1B:44:11:3A:BA,lux,,-19.916681,-43.934493,inativo,2025-06-11T22:59:49.479175Z
1091,luminosidade,00:1B:44:11:3A:B9,lux,,-19.916681,-43.934493,ativo,2025-06-11T22:59:49.484555Z
1092,luminosidade,00:1B:44:11:3A:B8,lux,,-23.55052,-46.633308,ativo,2025-06-11T22:59:49.487958Z
1093,luminosidade,00:1B:44:11:3A:B7,lux,,-22.906847,-43.172896,ativo,2025-06-11T22:59:49.491580Z
1094,luminosidade,00:1B:44:11:3A:BA,lux,,-22.906847,-43.172896,ativo,2025-06-11T22:59:49.494523Z
1095,luminosidade,00:1B:44:11:3A:B8,lux,,-15.794229,-47.882166,inativo,2025-06-11T22:59:49.499619Z
1096,luminosidade,00:1B:44:11:3A:B7,lux,,-23.55052,-46.633308,ativo,2025-06-11T22:59:49.504068Z
1097,luminosidade,00:1B:44:11:3A:B7,lux,,-22.906847,-43.172896,inativo,2025-06-11T22:59:49.507889Z
1098,luminosidade,00:1B:44:11:3A:B7,lux,,-22.906847,-43.172896,inativo,2025-06-11T22:59:49.511251Z
1099,luminosidade,00:1B:44:11:3A:B9,lux,,-15.794229,-47.882166,inativo,2025-06-11T22:59:49.514721Z
1100,luminosidade,00:1B:44:11:3A:B9,lux,,-15.794229,-47.882166,inativo,2025-06-11T22:59:49.519973Z
1101,luminosidade,00:1B:44:11:3A:B9,lux,,-15.794229,-47.882166,ativo,2025-06-11T22:59:49.526326Z
1102,luminosidade,00:1B:44:11:3A:B7,lux,,-22.906847,-43.172896,ativo,2025-06-11T22:59:49.534449Z
1103,luminosidade,00:1B:44:11:3A:B9,lux,,-19.916681,-43.934493,ativo,2025-06-11T22:59:49.538909Z
1104,luminosidade,00:1B:44:11:3A:B7,lux,,-22.906847,-43.172896,inativo,2025-06-11T22:59:49.542019Z
1105,luminosidade,00:1B:44:11:3A:B9,lux,,-19.916681,-43.934493,inativo,2025-06-11T22:59:49.545420Z
1106,luminosidade,00:1B:44:11:3A:B9,lux,,-15.794229,-47.882166,inativo,2025-06-11T22:59:49.550417Z
1107,luminosidade,00:1B:44:11:3A:B8,lux,,-23.55052,-46.633308,ativo,2025-06-11T22:59:49.554583Z
1108,luminosidade,00:1B:44:11:3A:BA,lux,,-15.794229,-47.882166,ativo,2025-06-11T22:59:49.558632Z
1109,luminosidade,00:1B:44:11:3A:B7,lux,,-23.55052,-46.633308,inativo,2025-06-11T22:59:49.561887Z
1110,luminosidade,00:1B:44:11:3A:BA,lux,,-22.906847,-43.172896,ativo,2025-06-11T22:59:49.566661Z
1111,luminosidade,00:1B:44:11:3A:BA,lux,,-19.916681,-43.934493,inativo,2025-06-11T22:59:49.570892Z
1112,luminosidade,00:1B:44:11:3A:B8,lux,,-23.55052,-46.633308,inativo,2025-06-11T22:59:49.573877Z
1113,luminosidade,00:1B:44:11:3A:BA,lux,,-22.906847,-43.172896,inativo,2025-06-11T22:59:49.577175Z
1114,luminosidade,00:1B:44:11:3A:B9,lux,,-19.916681,-43.934493,inativo,2025-06-11T22:59:49.580009Z
1115,luminosidade,00:1B:44:11:3A:B8,lux,,-19.916681,-43.934493,ativo,2025-06-11T22:59:49.585874Z
1116,luminosidade,00:1B:44:11:3A:B7,lux,,-22.906847,-43.172896,ativo,2025-06-11T22:59:49.589170Z
1117,luminosidade,00:1B:44:11:3A:B8,lux,,-23.55052,-46.633308,ativo,2025-06-11T22:59:49.592722Z
1118,luminosidade,00:1B:44:11:3A:B9,lux,,-22.906847,-43.172896,ativo,2025-06-11T22:59:49.596545Z
1119,luminosidade,00:1B:44:11:3A:BA,lux,,-23.55052,-46.633308,ativo,2025-06-11T22:59:49.601685Z
1120,luminosidade,00:1B:44:11:3A:B8,lux,,-23.55052,-46.633308,inativo,2025-06-11T22:59:49.605462Z
1121,luminosidade,00:1B:44:11:3A:B9,lux,,-15.794229,-47.882166,ativo,2025-06-11T22:59:49.608722Z
1122,luminosidade,00:1B:44:11:3A:BA,lux,,-22.906847,-43.172896,inativo,2025-06-11T22:59:49.612208Z
1123,luminosidade,00:1B:44:11:3A:B8,lux,,-19.916681,-43.934493,inativo,2025-06-11T22:59:49.617902Z
1124,luminosidade,00:1B:44:11:3A:B9,lux,,-23.55052,-46.633308,ativo,2025-06-11T22:59:49.621412Z
1125,luminosidade,00:1B:44:11:3A:B7,lux,,-23.55052,-46.633308,inativo,2025-06-11T22:59:49.624732Z
1126,luminosidade,00:1B:44:11:3A:B8,lux,,-19.916681,-43.934493,ativo,2025-06-11T22:59:49.627808Z
1127,luminosidade,00:1B:44:11:3A:B9,lux,,-15.794229,-47.882166,inativo,2025-06-11T22:59:49.631790Z
1128,luminosidade,00:1B:44:11:3A:B8,lux,,-22.906847,-43.172896,inativo,2025-06-11T22:59:49.637075Z
1129,luminosidade,00:1B:44:11:3A:BA,lux,,-15.794229,-47.882166,inativo,2025-06-11T22:59:49.641591Z
1130,luminosidade,00:1B:44:11:3A:B9,lux,,-19.916681,-43.934493,ativo,2025-06-11T22:59:49.645364Z
1131,luminosidade,00:1B:44:11:3A:B7,lux,,-23.55052,-46.633308,inativo,2025-06-11T22:59:49.650009Z
1132,luminosidade,00:1B:44:11:3A:B9,lux,,-15.794229,-47.882166,inativo,2025-06-11T22:59:49.654079Z
1133,luminosidade,00:1B:44:11:3A:BA,lux,,-22.906847,-43.172896,inativo,2025-06-11T22:59:49.657039Z
1134,luminosidade,00:1B:44:11:3A:B8,lux,,-19.916681,-43.934493,inativo,2025-06-11T22:59:49.660524Z
1135,luminosidade,00:1B:44:11:3A:B9,lux,,-23.55052,-46.633308,inativo,2025-06-11T22:59:49.663463Z
1136,luminosidade,00:1B:44:11:3A:BA,lux,,-19.916681,-43.934493,inativo,2025-06-11T22:59:49.668781Z
1137,luminosidade,00:1B:44:11:3A:B9,lux,,-23.55052,-46.633308,ativo,2025-06-11T22:59:49.672481Z
1138,luminosidade,00:1B:44:11:3A:B7,lux,,-23.55052,-46.633308,ativo,2025-06-11T22:59:49.723143Z
1139,luminosidade,00:1B:44:11:3A:BA,lux,,-22.906847,-43.172896,ativo,2025-06-11T22:59:49.738439Z
1140,luminosidade,00:1B:44:11:3A:B7,lux,,-23.55052,-46.633308,inativo,2025-06-11T22:59:49.741866Z
1141,luminosidade,00:1B:44:11:3A:BA,lux,,-22.906847,-43.172896,ativo,2025-06-11T22:59:49.745566Z
1142,luminosidade,00:1B:44:11:3A:B8,lux,,-23.55052,-46.633308,ativo,2025-06-11T22:59:49.760088Z
1143,luminosidade,00:1B:44:11:3A:BA,lux,,-23.55052,-46.633308,ativo,2025-06-11T22:59:49.763730Z
1144,luminosidade,00:1B:44:11:3A:B9,lux,,-23.55052,-46.633308,ativo,2025-06-11T22:59:49.770717Z
1145,luminosidade,00:1B:44:11:3A:BA,lux,,-19.916681,-43.934493,ativo,2025-06-11T22:59:49.775083Z
1146,luminosidade,00:1B:44:11:3A:BA,lux,,-23.55052,-46.633308,inativo,2025-06-11T22:59:49.780356Z
1147,luminosidade,00:1B:44:11:3A:BA,lux,,-22.906847,-43.172896,ativo,2025-06-11T22:59:49.786979Z
1148,luminosidade,00:1B:44:11:3A:B9,lux,,-23.55052,-46.633308,inativo,2025-06-11T22:59:49.792012Z
1149,luminosidade,00:1B:44:11:3A:BA,lux,,-19.916681,-43.934493,ativo,2025-06-11T22:59:49.797122Z
1150,luminosidade,00:1B:44:11:3A:BA,lux,,-22.906847,-43.172896,inativo,2025-06-11T22:59:49.802774Z
1151,luminosidade,00:1B:44:11:3A:BA,lux,,-22.906847,-43.172896,ativo,2025-06-11T22:59:49.807470Z
1152,luminosidade,00:1B:44:11:3A:BA,lux,,-22.906847,-43.172896,ativo,2025-06-11T22:59:49.812557Z
1153,luminosidade,00:1B:44:11:3A:B8,lux,,-23.55052,-46.633308,ativo,2025-06-11T22:59:49.820672Z
1154,luminosidade,00:1B:44:11:3A:B7,lux,,-15.794229,-47.882166,inativo,2025-06-11T22:59:49.824578Z
1155,luminosidade,00:1B:44:11:3A:B8,lux,,-22.906847,-43.172896,ativo,2025-06-11T22:59:49.827899Z
1156,luminosidade,00:1B:44:11:3A:BA,lux,,-23.55052,-46.633308,inativo,2025-06-11T22:59:49.834679Z
1157,luminosidade,00:1B:44:11:3A:BA,lux,,-23.55052,-46.633308,inativo,2025-06-11T22:59:49.838624Z
1158,luminosidade,00:1B:44:11:3A:B9,lux,,-15.794229,-47.882166,inativo,2025-06-11T22:59:49.842274Z
1159,luminosidade,00:1B:44:11:3A:B9,lux,,-19.916681,-43.934493,inativo,2025-06-11T22:59:49.846504Z
1160,luminosidade,00:1B:44:11:3A:B9,lux,,-19.916681,-43.934493,ativo,2025-06-11T22:59:49.852855Z
1161,luminosidade,00:1B:44:11:3A:B7,lux,,-19.916681,-43.934493,inativo,2025-06-11T22:59:49.856713Z
1162,luminosidade,00:1B:44:11:3A:B9,lux,,-23.55052,-46.633308,inativo,2025-06-11T22:59:49.862265Z
1163,luminosidade,00:1B:44:11:3A:B7,lux,,-22.906847,-43.172896,ativo,2025-06-11T22:59:49.868863Z
1164,luminosidade,00:1B:44:11:3A:B8,lux,,-19.916681,-43.934493,inativo,2025-06-11T22:59:49.874046Z
1165,luminosidade,00:1B:44:11:3A:B8,lux,,-15.794229,-47.882166,ativo,2025-06-11T22:59:49.877764Z
1166,luminosidade,00:1B:44:11:3A:B7,lux,,-15.794229,-47.882166,inativo,2025-06-11T22:59:49.881693Z
1167,luminosidade,00:1B:44:11:3A:B8,lux,,-19.916681,-43.934493,inativo,2025-06-11T22:59:49.888071Z
1168,luminosidade,00:1B:44:11:3A:B8,lux,,-23.55052,-46.633308,inativo,2025-06-11T22:59:49.892948Z
1169,luminosidade,00:1B:44:11:3A:B7,lux,,-19.916681,-43.934493,inativo,2025-06-11T22:59:49.896113Z
1170,luminosidade,00:1B:44:11:3A:B9,lux,,-19.916681,-43.934493,inativo,2025-06-11T22:59:49.918089Z
1171,luminosidade,00:1B:44:11:3A:B7,lux,,-22.906847,-43.172896,ativo,2025-06-11T22:59:49.922120Z
1172,luminosidade,00:1B:44:11:3A:B7,lux,,-23.55052,-46.633308,ativo,2025-06-11T22:59:49.925979Z
1173,luminosidade,00:1B:44:11:3A:BA,lux,,-15.794229,-47.882166,ativo,2025-06-11T22:59:49.930346Z
1174,luminosidade,00:1B:44:11:3A:BA,lux,,-15.794229,-47.882166,inativo,2025-06-11T22:59:49.937852Z
1175,luminosidade,00:1B:44:11:3A:BA,lux,,-22.906847,-43.172896,ativo,2025-06-11T22:59:49.941365Z
1176,luminosidade,00:1B:44:11:3A:BA,lux,,-15.794229,-47.882166,ativo,2025-06-11T22:59:49.945107Z
1177,luminosidade,00:1B:44:11:3A:B8,lux,,-19.916681,-43.934493,ativo,2025-06-11T22:59:49.951888Z
1178,luminosidade,00:1B:44:11:3A:B9,lux,,-15.794229,-47.882166,ativo,2025-06-11T22:59:49.955367Z
1179,luminosidade,00:1B:44:11:3A:B9,lux,,-22.906847,-43.172896,ativo,2025-06-11T22:59:49.960543Z
1180,luminosidade,00:1B:44:11:3A:BA,lux,,-22.906847,-43.172896,inativo,2025-06-11T22:59:49.967274Z
1181,luminosidade,00:1B:44:11:3A:B8,lux,,-15.794229,-47.882166,ativo,2025-06-11T22:59:49.971253Z
1182,luminosidade,00:1B:44:11:3A:B7,lux,,-22.906847,-43.172896,ativo,2025-06-11T22:59:49.975234Z
1183,luminosidade,00:1B:44:11:3A:BA,lux,,-23.55052,-46.633308,ativo,2025-06-11T22:59:49.985296Z
1184,luminosidade,00:1B:44:11:3A:B8,lux,,-19.916681,-43.934493,ativo,2025-06-11T22:59:49.989293Z
1185,luminosidade,00:1B:44:11:3A:B7,lux,,-23.55052,-46.633308,inativo,2025-06-11T22:59:49.993939Z
1186,luminosidade,00:1B:44:11:3A:B8,lux,,-19.916681,-43.934493,inativo,2025-06-11T22:59:49.997286Z
1187,luminosidade,00:1B:44:11:3A:B8,lux,,-22.906847,-43.172896,inativo,2025-06-11T22:59:50.003271Z
1188,luminosidade,00:1B:44:11:3A:B7,lux,,-19.916681,-43.934493,inativo,2025-06-11T22:59:50.007599Z
1189,luminosidade,00:1B:44:11:3A:B7,lux,,-19.916681,-43.934493,inativo,2025-06-11T22:59:50.012665Z
1190,luminosidade,00:1B:44:11:3A:B7,lux,,-15.794229,-47.882166,inativo,2025-06-11T22:59:50.019080Z
1191,luminosidade,00:1B:44:11:3A:B7,lux,,-22.906847,-43.172896,ativo,2025-06-11T22:59:50.024198Z
1192,luminosidade,00:1B:44:11:3A:BA,lux,,-19.916681,-43.934493,inativo,2025-06-11T22:59:50.028226Z
1193,luminosidade,00:1B:44:11:3A:B7,lux,,-15.794229,-47.882166,inativo,2025-06-11T22:59:50.033655Z
1194,luminosidade,00:1B:44:11:3A:B8,lux,,-19.916681,-43.934493,inativo,2025-06-11T22:59:50.037420Z
1195,luminosidade,00:1B:44:11:3A:B7,lux,,-15.794229,-47.882166,inativo,2025-06-11T22:59:50.041345Z
1196,luminosidade,00:1B:44:11:3A:B9,lux,,-19.916681,-43.934493,ativo,2025-06-11T22:59:50.046495Z
1197,luminosidade,00:1B:44:11:3A:BA,lux,,-23.55052,-46.633308,inativo,2025-06-11T22:59:50.052424Z
1198,luminosidade,00:1B:44:11:3A:B7,lux,,-19.916681,-43.934493,inativo,2025-06-11T22:59:50.056285Z
1199,luminosidade,00:1B:44:11:3A:B7,lux,,-15.794229,-47.882166,inativo,2025-06-11T22:59:50.059421Z
1200,luminosidade,00:1B:44:11:3A:B8,lux,,-22.906847,-43.172896,ativo,2025-06-11T22:59:50.063234Z
1201,luminosidade,00:1B:44:11:3A:B7,lux,,-19.916681,-43.934493,inativo,2025-06-11T22:59:50.069560Z
1202,luminosidade,00:1B:44:11:3A:B9,lux,,-15.794229,-47.882166,inativo,2025-06-11T22:59:50.073220Z
1203,luminosidade,00:1B:44:11:3A:B7,lux,,-23.55052,-46.633308,ativo,2025-06-11T22:59:50.076765Z
1204,luminosidade,00:1B:44:11:3A:BA,lux,,-23.55052,-46.633308,ativo,2025-06-11T22:59:50.079602Z
1205,umidade,00:1B:44:11:3A:B9,%,,-19.916681,-43.934493,False,2025-06-15T16:40:36.871588Z
1206,umidade,00:1B:44:11:3A:B7,%,,-19.916681,-43.934493,False,2025-06-15T16:40:36.876673Z
1207,umidade,00:1B:44:11:3A:B9,%,,-23.55052,-46.633308,True,2025-06-15T16:40:36.880012Z
1208,umidade,00:1B:44:11:3A:B7,%,,-19.916681,-43.934493,True,2025-06-15T16:40:36.883786Z
1209,umidade,00:1B:44:11:3A:B9,%,,-23.55052,-46.633308,True,2025-06-15T16:40:36.886706Z
1210,umidade,00:1B:44:11:3A:BA,%,,-19.916681,-43.934493,True,2025-06-15T16:40:36.891908Z
1211,umidade,00:1B:44:11:3A:B8,%,,-22.906847,-43.172896,True,2025-06-15T16:40:36.896335Z
1212,umidade,00:1B:44:11:3A:B7,%,,-23.55052,-46.633308,True,2025-06-15T16:40:36.899645Z
1213,umidade,00:1B:44:11:3A:B7,%,,-19.916681,-43.934493,True,2025-06-15T16:40:36.904115Z
1214,umidade,00:1B:44:11:3A:B9,%,,-15.794229,-47.882166,True,2025-06-15T16:40:36.930978Z
1215,umidade,00:1B:44:11:3A:B9,%,,-22.906847,-43.172896,True,2025-06-15T16:40:36.936125Z
1216,umidade,00:1B:44:11:3A:BA,%,,-19.916681,-43.934493,True,2025-06-15T16:40:36.938893Z
1217,umidade,00:1B:44:11:3A:B9,%,,-23.55052,-46.633308,False,2025-06-15T16:40:36.944354Z
1218,umidade,00:1B:44:11:3A:B8,%,,-19.916681,-43.934493,True,2025-06-15T16:40:36.947569Z
1219,umidade,00:1B:44:11:3A:B8,%,,-19.916681,-43.934493,False,2025-06-15T16:40:36.950807Z
1220,umidade,00:1B:44:11:3A:BA,%,,-15.794229,-47.882166,True,2025-06-15T16:40:36.954612Z
1221,umidade,00:1B:44:11:3A:B7,%,,-22.906847,-43.172896,True,2025-06-15T16:40:36.960249Z
1222,umidade,00:1B:44:11:3A:B7,%,,-23.55052,-46.633308,False,2025-06-15T16:40:36.965465Z
1223,umidade,00:1B:44:11:3A:B9,%,,-19.916681,-43.934493,False,2025-06-15T16:40:36.984933Z
1224,umidade,00:1B:44:11:3A:B9,%,,-15.794229,-47.882166,False,2025-06-15T16:40:36.991307Z
1225,umidade,00:1B:44:11:3A:B7,%,,-19.916681,-43.934493,True,2025-06-15T16:40:37.012710Z
1226,umidade,00:1B:44:11:3A:B9,%,,-15.794229,-47.882166,False,2025-06-15T16:40:37.018134Z
1227,umidade,00:1B:44:11:3A:BA,%,,-23.55052,-46.633308,True,2025-06-15T16:40:37.023607Z
1228,umidade,00:1B:44:11:3A:BA,%,,-15.794229,-47.882166,True,2025-06-15T16:40:37.029376Z
1229,umidade,00:1B:44:11:3A:B8,%,,-22.906847,-43.172896,False,2025-06-15T16:40:37.033201Z
1230,umidade,00:1B:44:11:3A:B8,%,,-22.906847,-43.172896,False,2025-06-15T16:40:37.036669Z
1231,umidade,00:1B:44:11:3A:B9,%,,-22.906847,-43.172896,True,2025-06-15T16:40:37.101272Z
1232,umidade,00:1B:44:11:3A:BA,%,,-15.794229,-47.882166,False,2025-06-15T16:40:37.106125Z
1233,umidade,00:1B:44:11:3A:B9,%,,-23.55052,-46.633308,False,2025-06-15T16:40:37.112168Z
1234,umidade,00:1B:44:11:3A:B7,%,,-23.55052,-46.633308,True,2025-06-15T16:40:37.115534Z
1235,umidade,00:1B:44:11:3A:B7,%,,-15.794229,-47.882166,False,2025-06-15T16:40:37.118698Z
1236,umidade,00:1B:44:11:3A:BA,%,,-23.55052,-46.633308,True,2025-06-15T16:40:37.121840Z
1237,umidade,00:1B:44:11:3A:B9,%,,-23.55052,-46.633308,True,2025-06-15T16:40:37.127068Z
1238,umidade,00:1B:44:11:3A:BA,%,,-22.906847,-43.172896,True,2025-06-15T16:40:37.132818Z
1239,umidade,00:1B:44:11:3A:B7,%,,-19.916681,-43.934493,True,2025-06-15T16:40:37.136542Z
1240,umidade,00:1B:44:11:3A:B7,%,,-23.55052,-46.633308,True,2025-06-15T16:40:37.140270Z
1241,umidade,00:1B:44:11:3A:B8,%,,-15.794229,-47.882166,True,2025-06-15T16:40:37.145873Z
1242,umidade,00:1B:44:11:3A:B9,%,,-15.794229,-47.882166,True,2025-06-15T16:40:37.150028Z
1243,umidade,00:1B:44:11:3A:B8,%,,-22.906847,-43.172896,True,2025-06-15T16:40:37.153113Z
1244,umidade,00:1B:44:11:3A:BA,%,,-19.916681,-43.934493,False,2025-06-15T16:40:37.157373Z
1245,umidade,00:1B:44:11:3A:B9,%,,-23.55052,-46.633308,True,2025-06-15T16:40:37.180107Z
1246,umidade,00:1B:44:11:3A:B8,%,,-15.794229,-47.882166,False,2025-06-15T16:40:37.184292Z
1247,umidade,00:1B:44:11:3A:BA,%,,-19.916681,-43.934493,False,2025-06-15T16:40:37.187420Z
1248,umidade,00:1B:44:11:3A:B8,%,,-19.916681,-43.934493,False,2025-06-15T16:40:37.191662Z
1249,umidade,00:1B:44:11:3A:BA,%,,-23.55052,-46.633308,True,2025-06-15T16:40:37.196006Z
